Compounds	AMI1	AMI2	AMI3	AMI4	AMI5	AMI6	AMI7	AMI8	AMI9	AMI10	AMI11	AMI12	AMI13	AMI14	AMI15	AMI16	AMI17	AMI18	AMI19	AMI20	AMI21	AMI22	AMI23	AMI24	AMI25	CON1	CON2	CON3	CON4	CON5	CON6	CON7	CON8	CON9	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON20	CON21	CON22	CON23	CON24	CON25	CON26	CON27	CON28	CON29	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON38	CON39	CON40	CON41	CON42	CON43	CON44
2-Amino-1-phenylethanol	774916.75	776060.63	818387.51	723042.4	987817.3	764964.67	820422.09	650175.32	717169.13	685316.2	945535.25	958094.49	765473.12	607935.74	770388.15	736832.94	868543.0	833922.31	766462.34	552975.43	721541.16	788631.1	819023.14	661976.19	829612.08	765178.79	507271.43	578528.68	503213.52	576731.36	707819.27	555655.58	852358.85	741688.66	667932.27	617762.6	617785.26	567241.25	570303.47	650361.6	796173.33	559854.54	825664.61	697096.9	608069.98	745801.03	656834.68	712563.01	508019.91	541244.04	561308.38	591502.06	629924.51	788785.0	802462.51	703244.77	742083.77	666549.89	698889.42	799614.7	726705.12	941323.49	839800.82	578065.03	566851.49	723470.49	552975.46	692570.36	679267.65
Uric acid	163116.2	126877.59	63241.91	89225.82	106702.32	109836.27	160915.04	141307.95	136533.51	73840.55	178439.77	143125.86	194168.03	148023.61	187002.47	179683.45	127340.42	103899.39	132172.06	137063.36	126751.33	128101.14	103992.2	138831.43	133609.07	119521.47	110923.15	134338.49	125523.5	141668.29	138655.49	158817.15	129851.44	136779.08	185799.61	179851.96	190068.79	137260.54	62471.83	187194.48	127626.7	172817.01	137012.47	133504.66	194032.67	185163.72	81256.33	146529.71	122117.08	196188.49	140723.23	121435.74	123123.36	138461.48	150156.43	131309.2	138501.07	171992.69	137857.47	151922.46	126143.25	127758.96	172246.24	161345.04	39101.19	190350.69	185235.69	115786.63	132659.34
Indole	37790.56	34382.9	27825.43	24983.6	33212.94	40719.83	21797.67	24198.29	23108.21	27252.32	36213.48	30861.04	29000.15	25212.68	21971.33	25369.26	33706.27	24432.41	34219.22	27552.66	28041.83	24802.61	15226.48	10452.12	27820.74	33115.1	24219.86	27929.11	25216.7	30819.66	34837.28	23281.0	32017.98	31206.96	30025.35	25685.39	26261.81	25050.08	27482.31	22744.6	25103.7	28537.84	32086.22	33107.42	32671.52	36163.74	33909.04	36567.87	28156.94	26481.38	33266.82	27532.61	26007.61	28864.47	35734.05	29618.77	31250.37	33027.23	26652.86	23354.56	26302.52	40724.06	30923.08	32102.4	25126.13	43024.83	26000.41	35648.9	34788.4
L-Leucyl-L-alanine	7970.62	20827.97	5286.66	8913.03	23391.23	13425.9	2805.36	1638.82	6376.33	8888.15	8363.27	8211.06	13169.3	2784.92	15326.24	6081.81	13564.53	2901.62	27565.46	8933.62	8013.73	14737.0	21976.7	13209.04	13658.4	10695.76	4456.62	6711.5	5121.02	5993.8	10063.14	7894.29	15188.21	5778.92	5476.92	8564.24	26687.44	6493.03	11431.95	1314.53	1444.09	7714.02	8012.67	8298.36	6253.28	10878.52	15577.51	7324.13	14574.95	8027.2	13902.83	11822.81	7933.17	9270.46	1417.73	12163.68	1206.43	8723.59	1496.6	8754.43	1168.15	8672.14	13443.87	5483.65	5910.61	12447.72	8448.64	8862.23	5398.45
Methyl caffeate	3381.84	3151.37	2019.23	2621.2	9878.48	3157.15	2883.29	3176.73	2374.61	2708.49	2986.29	3056.64	2731.84	2683.39	3332.31	1801.05	2886.07	2771.81	2798.68	2219.13	2457.88	3025.22	2290.41	1538.21	3612.3	2776.26	3985.89	2927.78	3321.62	3090.63	2257.66	2897.59	9663.41	3185.98	3521.38	3496.02	3123.58	2525.85	1985.36	2217.47	2855.78	3346.93	1578.52	3431.49	2056.83	2289.16	3237.42	2900.39	3316.08	3107.77	3014.14	2699.33	1687.93	2386.18	2329.67	2290.62	2779.67	2416.45	2408.29	2026.15	2237.93	2653.54	2943.83	3565.0	2573.05	3296.93	2146.75	3929.67	3177.19
2-Hydroxycinnamic acid	34724.9	113613.26	2218.2	53696.2	27289.44	100738.23	67622.78	32546.94	54707.21	87059.36	119852.03	106803.74	16661.38	69484.27	50464.15	70019.56	8553.64	53528.22	100563.63	76002.37	82536.82	79268.58	48358.7	63111.31	107284.04	99980.94	35203.14	76190.88	55173.65	59145.42	5033.52	34243.54	41336.98	77330.82	49236.76	85704.26	106999.23	14734.19	47490.28	64716.63	41562.48	49268.32	33034.77	70647.18	57837.89	1927.38	28456.47	84410.92	36787.47	2098.78	64622.06	50069.25	43124.12	49965.88	92583.66	96890.97	64946.69	25427.19	64570.93	29930.69	34343.5	21541.37	78405.81	53338.21	51516.44	112588.72	27544.08	50463.22	115951.58
5-Methoxyindoleacetate	5875.59	8477.84	16626.1	7790.44	20479.39	27535.23	20826.45	8583.64	26217.79	11924.28	14126.05	23187.73	27396.75	14171.25	35929.79	21716.59	25448.05	25345.86	22817.03	19541.89	30706.08	29359.18	23561.76	21067.09	23875.59	21842.53	5119.89	20635.55	20934.25	14725.73	29887.77	10541.12	29643.54	39195.56	22171.3	33945.32	27295.66	17760.62	25938.97	20355.82	21649.84	22215.63	31409.0	19705.04	36605.2	17978.96	17665.37	20884.91	14807.96	29074.26	20713.82	11280.57	24156.68	7314.13	24599.08	11796.2	22217.78	26335.74	14153.52	20597.91	27363.98	54908.64	32768.72	26022.66	6718.58	21030.2	23232.68	4240.19	26622.42
DL-Leucine	34267.57	18689.87	43137.0	17912.41	33052.99	32880.4	26457.81	24687.16	41025.92	18493.44	27267.11	29020.5	18931.78	25678.89	24651.39	20436.41	32246.46	21438.66	26369.26	17358.91	103257.63	27261.04	26938.27	15814.83	24782.2	39104.26	18321.85	15747.53	26304.97	28914.88	29272.33	9761.22	24052.81	33140.34	29616.19	23745.75	41444.21	24832.09	30553.47	24772.99	33110.16	19584.35	33494.84	37707.76	34540.69	24567.33	28080.09	44535.94	11320.21	16833.8	18539.43	14162.1	33581.25	24907.14	31995.6	26374.98	27402.81	24385.34	28709.24	30117.76	24884.59	34298.63	36363.7	17738.36	36190.82	37180.42	25147.95	20688.9	39335.9
Pantetheine	45106.58	54734.56	35453.79	49992.44	51992.26	44196.48	33332.68	27552.93	39165.26	45091.65	45484.51	55562.12	54923.15	40818.52	47167.43	39639.04	48683.55	42623.97	34234.96	45032.16	39840.48	61318.45	35796.54	43061.17	42894.62	72304.39	56725.9	69267.83	70963.85	52816.54	73693.27	70012.31	88467.89	65934.85	62303.75	68845.16	67036.27	63858.81	82282.02	62733.35	72870.39	69745.98	62428.31	65022.7	58812.36	62876.11	64162.09	59117.33	57264.54	67613.16	71732.7	73794.21	65695.53	68925.68	82386.9	66244.62	64548.38	72713.83	68304.11	73851.7	80088.5	65393.59	67711.87	67118.73	76420.28	61281.1	60190.6	68853.15	67935.52
Dopamine	128122.11	143695.75	93612.79	103366.84	158323.38	122505.89	83943.16	96396.3	64889.56	114500.96	155645.74	123945.98	124460.48	84935.61	154893.14	113140.9	148039.37	128700.51	146141.75	92264.0	124069.17	124617.87	133818.65	84319.28	133715.77	134320.29	87855.18	103521.6	84477.77	99115.56	136248.45	98859.41	142967.79	101734.0	105061.32	108458.28	119297.05	81082.96	63128.93	77567.23	104461.17	113860.02	57594.6	94375.18	86529.19	136101.88	106965.34	155241.07	111785.95	99744.54	126498.08	122949.89	51803.68	95552.89	107623.24	129575.82	73112.63	64190.78	79123.21	101712.15	60804.24	144847.8	94956.65	117495.2	11066.04	147836.18	91835.44	167308.24	128999.33
Kynurenic acid	920.85	1369.28	748.72	832.84	1280.94	1145.27	801.4	1267.73	897.67	1908.94	1589.28	2946.58	1819.44	1499.29	1901.99	1264.36	2045.62	766.5	1765.43	1443.03	859.09	1235.44	1230.77	1156.94	1860.09	848.89	891.13	1269.41	1317.04	930.6	923.08	835.6	1770.25	868.25	1469.53	1135.67	1413.06	1961.1	1242.9	1652.73	797.62	1441.45	880.84	1691.89	1210.32	2085.37	756.89	1133.63	1192.73	1273.77	2375.87	1647.99	1361.36	2524.42	3202.81	1342.06	1487.83	3638.22	1410.12	1840.42	791.12	2013.27	1414.83	1025.92	1345.16	1236.92	1407.99	1259.08	3335.96
Choline	30461.54	22316.37	40712.07	30836.99	31891.95	27911.74	20126.63	29011.44	32573.6	28644.87	35572.6	37006.02	21147.45	20502.63	30887.37	22174.54	31720.28	33369.23	44862.96	24815.05	34489.01	31472.98	45168.11	26884.82	39461.79	34392.7	25497.72	29567.87	13801.92	15219.04	19935.59	18398.92	23120.07	25549.3	25632.31	24843.67	17361.09	15978.38	32071.27	20515.87	26086.75	16702.15	28564.28	16058.76	26486.97	20429.37	18889.51	17997.95	15122.98	17166.03	25139.47	24784.85	19210.03	21870.37	30582.99	20152.1	28458.73	27134.39	17212.67	22417.62	24945.35	30209.39	24223.41	21655.17	25810.31	19403.18	12045.26	25978.79	27335.64
Aceglutamide	629.42	237.77	754.92	264.45	202.11	328.32	163.96	673.96	406.36	293.52	245.31	416.22	394.63	501.68	323.94	275.66	450.67	366.04	251.1	396.56	197.57	605.06	586.3	178.75	528.49	270.74	131.07	160.43	303.63	280.42	161.41	238.3	185.61	208.48	383.56	288.79	177.55	312.21	333.45	243.42	342.06	167.39	247.83	244.78	329.68	163.4	193.72	361.58	169.24	362.61	328.69	170.85	397.19	289.65	204.51	253.46	280.63	302.05	400.34	295.68	175.7	195.8	341.44	387.06	367.27	356.91	301.24	209.79	251.94
1-Methyl-6-oxo-1,6-dihydropyridine-3-carboxamide	7222.58	16755.64	3806.31	11453.88	50185.01	25474.26	40516.14	35703.88	18774.8	7237.98	14137.86	59036.63	7501.63	26734.92	58377.77	15960.8	13345.07	7297.68	38321.15	7295.84	8798.04	12004.65	6962.29	15531.0	16568.88	28069.62	18827.08	30479.86	8158.3	22176.08	29888.4	15662.97	23816.13	36765.36	21615.06	84797.23	33641.87	16520.67	35244.04	27012.94	24441.52	19690.96	24821.66	23088.34	32735.39	38687.14	16019.2	32728.25	11872.2	44662.52	20085.97	14102.34	13656.23	40052.43	22034.96	38634.1	36632.56	16295.81	13316.24	15787.98	21978.58	16706.39	11961.3	10534.19	13773.79	36737.63	14185.32	29529.09	33171.74
Hexaethylene glycol	874.89	1087.24	2295.9	974.64	1174.14	872.51	3677.34	10323.95	2082.94	993.45	2751.41	825.77	987.68	1524.88	2956.71	599.8	1249.01	1326.73	3179.98	2284.47	1034.11	744.86	3125.45	5917.83	752.65	9694.0	1842.91	3759.76	2414.94	8839.79	13837.55	9089.81	2507.69	3511.32	2692.06	3904.65	10815.83	7872.49	15512.81	9675.16	9235.62	10245.59	10526.0	3025.54	2957.93	1586.85	2305.56	2061.53	1731.65	2159.59	1023.7	4355.1	8304.61	10094.75	9873.57	2128.96	7100.71	11067.84	7517.49	13039.28	8681.7	12419.02	9040.36	2021.71	5452.04	1734.65	2442.18	3600.32	3536.03
gamma-Glutamylglutamine	5943.31	6385.58	3703.21	3784.31	3464.48	4444.27	3389.17	5101.27	3306.8	7767.59	2562.02	2983.8	6705.05	5181.9	12440.39	5728.12	4741.7	4915.02	5866.57	9156.43	9542.47	10508.73	8174.71	8508.24	6125.52	8541.54	8265.56	5501.76	8618.81	6720.71	9503.77	5709.13	7534.9	4011.63	10394.2	3723.17	6732.85	4440.63	4775.2	5222.55	6108.92	4658.87	1959.53	6003.82	4442.43	5729.33	5591.71	4152.33	4170.15	6567.68	5760.04	4611.65	3932.77	2618.81	3721.39	4138.99	2784.17	3596.21	3066.2	2581.07	3294.86	4285.9	2443.4	7576.59	5341.43	4967.32	6557.21	6131.5	7241.46
Hydroxycotinine	6.67	6.67	6.67	6.67	6.67	6.67	6.67	6.67	6.67	214.25	6.67	6.67	137.8	6.68	244.81	6.68	6.67	6.67	6.67	6.67	6.67	6.67	1616.89	6.7	6.67	6.67	6.69	6.67	6.67	6.67	6.67	6.67	6.67	1080.54	52.81	6.67	6.67	6.71	6.67	6.73	6.67	6.67	6.67	6.67	245.91	6.67	6.67	6.67	6.67	6.69	6.68	6.67	625.14	6.67	6.67	6.67	6.68	363.5	6.67	254.9	1981.53	454.94	6.67	1524.77	6.67	6.67	6.67	6.67	6.67
N-Ethylacetamide	7193.83	8680.36	6598.19	10952.98	3055.23	5272.26	6930.53	7693.79	5935.78	6254.97	5491.69	5491.24	6246.69	7593.51	3153.98	7147.94	7494.38	5298.99	6955.3	9606.51	7408.31	9231.34	4866.63	6072.44	10218.51	3883.86	5679.6	6677.56	26278.08	7270.5	3335.54	7147.9	5775.3	10576.55	2591.88	8611.56	9055.84	8486.05	9934.0	6914.61	36574.28	8533.17	5838.41	7496.28	5337.39	10348.49	11824.78	8911.36	9643.42	5867.02	9427.88	3001.08	4252.38	4206.96	8193.71	7205.32	6735.98	7828.12	6017.85	8161.81	7099.84	2375.34	8103.22	5215.48	5391.64	4364.91	7185.33	7049.05	2260.57
Diethanolamine	7176.22	11004.44	11592.96	9062.79	11515.28	10324.99	5471.63	13001.43	5416.71	7782.78	8643.06	15500.37	9413.43	11945.73	9248.55	7860.28	13041.38	6852.74	9280.71	10711.65	6971.46	8168.38	13551.12	9718.99	10194.44	11308.55	7612.3	7090.25	15270.18	8653.88	9658.22	14400.9	8420.27	10826.79	10370.7	9895.78	8922.33	12003.45	7822.28	13708.91	12515.24	11126.95	17757.65	12672.46	8010.57	6130.37	10128.71	11215.16	6709.09	7760.35	10370.03	5178.46	16770.53	11080.58	10683.26	10179.26	6657.66	13323.87	15072.72	13483.29	16045.37	16937.26	18287.82	9747.68	21710.51	15739.95	9414.67	8100.23	13990.16
Epsilon-caprolactam	30767.94	17555.42	25007.91	27758.29	19192.2	12300.59	10739.38	11158.82	4670.59	9224.73	2632.96	11357.2	26888.11	13479.59	30294.73	5366.09	13163.6	14252.91	29702.06	3137.37	8667.98	8783.81	8201.2	9121.97	11008.7	15175.85	9819.34	10815.92	10059.64	10641.08	9761.21	13192.35	13369.81	9673.64	12277.95	8685.24	14142.2	9763.07	24331.38	20570.57	19405.19	10568.88	8709.26	10695.53	10618.56	12752.91	12198.8	10102.09	9183.16	27271.87	11688.06	17417.98	9108.14	7976.3	8227.32	7504.69	4220.67	9904.77	9647.69	7853.2	20377.42	8147.71	11623.3	10093.95	10263.6	20143.0	8144.18	25262.68	8773.71
Epinephrine	1110.01	1356.06	6724.28	6632.72	897.49	8416.23	11469.98	2156.96	4763.75	12195.93	15945.36	11806.73	5918.77	10123.56	4537.74	3910.45	1573.5	13562.76	13872.53	11441.62	3088.05	6503.22	6010.83	5829.46	1728.43	2303.7	1711.6	6192.99	837.85	4659.27	631.74	5797.28	3327.12	910.92	813.3	1452.86	6098.06	1053.0	902.28	621.91	5787.29	634.88	948.83	684.39	5619.58	719.3	781.02	5014.0	6661.97	4196.45	5246.8	1926.3	1510.7	8742.15	749.68	5758.46	1088.09	5262.08	3639.32	1444.9	5765.17	6029.22	1276.2	5123.62	2347.08	3742.86	7181.07	12134.56	698.09
Nootkatone	10485.71	11864.97	15378.87	12118.66	9537.42	11109.59	12230.66	13988.53	14483.21	11820.62	10984.74	13418.57	13461.79	10812.87	15175.1	11486.76	12324.07	12153.78	10998.31	13301.4	14454.58	14164.77	11737.91	14360.91	15875.42	12993.3	13419.53	12790.46	19457.53	13417.9	11659.92	9835.35	10218.48	6816.56	5880.11	14411.09	15237.06	14827.14	12474.89	11515.79	11920.21	11030.48	7415.8	14824.66	11432.64	11514.0	11669.6	10365.98	13637.39	9467.72	9171.95	11608.89	11235.49	11726.53	9522.71	11661.74	11248.49	10137.59	12190.23	10286.44	6969.41	7154.39	7806.64	12707.14	19748.45	8574.9	9845.96	10686.63	8563.13
Lumichrome	68267.81	65935.92	70836.69	80322.19	62452.05	75942.02	83905.72	80504.17	70639.5	79898.34	86464.27	82136.98	83137.22	81474.31	76932.65	75981.44	79769.09	86454.69	78987.44	102638.31	95218.08	85118.97	74036.89	89675.95	79837.38	63007.08	60203.73	68229.35	70388.45	61892.86	77758.27	78227.06	82694.15	78133.26	70330.13	74283.03	59087.69	72292.77	71108.11	77153.3	79042.05	83194.55	73381.5	90218.56	65225.16	66294.33	63986.47	58479.81	64095.27	65845.89	66339.36	67126.99	83884.48	76765.74	73394.25	67731.62	67484.16	74251.02	76289.98	79213.28	80491.62	71386.79	66972.73	65237.73	66662.02	61042.57	59854.71	58249.62	67838.59
Carnosine	1683.35	1991.2	6057.84	3146.22	4339.66	4304.29	1142.3	2467.06	1454.15	2996.56	2880.99	983.27	2042.87	1991.29	1084.76	3887.17	3027.04	1250.65	3080.1	3427.24	792.22	2231.96	3959.08	950.3	3236.39	1355.38	2232.75	3020.3	2814.97	1725.0	2325.54	3005.77	3024.51	2408.87	4467.07	4393.31	2157.73	2526.86	2786.77	1854.54	1152.65	4377.37	2198.09	2049.75	1219.09	3656.66	2641.3	1979.27	1586.41	2491.47	3079.48	1599.51	2176.16	1196.78	2575.91	1521.64	2182.14	2784.48	809.24	2374.19	1807.95	4788.72	3626.94	2348.12	5792.58	1829.23	1047.65	3694.29	4635.26
Ionomycin	8570.48	12755.15	9818.56	907.27	23140.74	1670.7	1088.79	734.88	776.44	548.92	1312.44	640.35	695.15	628.85	1290.4	1106.43	524.61	1235.37	583.13	564.92	632.85	571.29	791.47	519.88	425.52	1831.36	2164.79	595.89	671.99	1746.76	3718.05	2090.0	1145.13	1701.86	474.04	2149.12	820.22	1944.52	1987.62	1293.84	1836.64	1270.45	1309.96	1695.41	557.82	7570.71	653.47	2637.85	1644.09	1151.49	773.07	444.74	1145.72	1373.4	1320.1	1379.29	909.2	1425.75	1412.26	1354.21	1467.28	1812.31	1142.85	2071.56	638.85	2334.54	944.85	615.85	1581.84
11-Dehydrocorticosterone	14437.29	15912.54	4103.3	11983.56	21091.59	28033.93	3928.7	1549.19	14353.67	10780.25	12198.16	12675.46	6817.24	9903.32	35415.62	12247.37	33637.54	38725.79	11827.72	18482.48	11415.99	27733.46	30364.86	16799.68	10343.32	33485.04	61075.21	13239.52	30133.36	54523.75	11564.48	11905.16	16462.47	13262.1	17151.34	26889.73	25137.05	17544.87	22970.41	50329.3	17515.48	13914.54	27551.32	12456.96	16627.21	18987.37	5924.08	20857.72	75905.38	12325.2	15365.65	15623.77	8370.31	2484.5	11449.26	8007.94	9674.71	18256.73	44604.01	773418.38	43284.46	7791.08	15514.2	8575.65	23365.73	19197.96	16303.43	34645.83	16748.12
LPC(18:1/0:0)	1174577.03	1238671.53	1303017.44	1376650.71	1340450.43	1497770.56	2455377.56	1384158.41	1136941.88	1463116.73	1329519.5	1496774.15	1102791.41	899507.87	1316025.53	1015931.12	1870629.49	1607562.16	1271058.75	1660957.43	1750224.78	1120159.57	1222285.39	1110767.79	1163521.23	1354753.75	1312835.99	1256772.22	1425460.69	965790.44	1300979.62	1394021.85	1196674.44	1307259.67	1425381.34	1524548.31	1329202.35	1476317.57	1360765.95	1412601.01	952661.96	1176110.36	1833709.47	3083808.32	2170673.8	1388713.03	533579.43	1038364.38	478340.72	594643.13	586411.02	1330735.79	946682.81	1298628.32	1233712.74	1151281.64	1184574.68	1481281.54	1073462.83	1264041.34	1573839.23	1252281.4	1155046.99	618219.16	1099061.24	756760.57	1164255.06	882076.79	1296834.94
o-Tyrosine	223247.74	251493.97	115889.45	186175.39	301325.74	255543.33	153163.57	165890.82	118252.32	194127.01	289140.51	263844.22	201926.03	142857.8	260769.32	183797.85	273051.3	228192.85	237921.85	141732.79	173930.46	211524.04	226849.33	141678.95	242724.52	248268.82	144581.21	169167.54	155494.88	164429.9	240235.52	163671.07	238831.91	179450.34	200125.01	208099.56	207150.14	130625.57	76802.33	179332.21	221482.26	202524.87	177560.66	172888.22	144649.98	252457.45	172318.85	245189.38	187809.81	166419.77	250307.13	217659.61	130247.18	240545.88	229071.1	202410.98	179947.35	152656.17	171723.09	228780.69	154304.63	300006.49	214690.31	235793.69	80607.56	256563.59	153846.35	305743.04	258198.36
Trigonelline	776.79	6885.66	7725.66	2746.99	9623.52	5583.1	2510.26	1768.99	1044.34	9158.07	6768.08	2910.9	8136.89	5218.55	13515.59	5938.1	8778.35	9262.3	8645.11	6821.57	8713.04	11151.07	7024.17	4743.11	10040.92	1822.09	1245.85	2999.96	513.59	755.39	2140.88	5617.65	3902.45	3374.47	3755.0	2073.04	7195.27	430.75	4108.47	30877.6	32393.02	15186.4	27983.16	5375.77	3936.74	3084.75	598.35	453.82	542.64	3237.88	6054.74	1324.78	26350.75	39281.3	35508.13	5389.08	28233.16	26233.33	31884.53	33089.1	36869.35	41659.86	31136.82	1801.74	5422.12	3803.11	5387.72	5038.14	4608.72
Indole-3-carbinol	1671.0	1610.06	1578.11	982.07	972.01	2787.7	2625.27	1796.98	2699.11	1391.1	1810.99	2215.85	2565.36	2603.73	2399.56	2120.88	2431.84	2135.74	2392.98	2088.02	3192.05	2295.67	1506.59	2371.22	2442.29	2071.97	2238.9	2146.35	2632.16	1875.73	2333.63	2000.59	2540.55	3215.37	1780.72	2867.27	2102.94	2407.99	1833.43	1650.62	1974.02	2242.84	2643.59	3566.24	4970.34	2399.64	2617.68	3078.81	2492.82	2471.79	2561.62	2087.51	2832.94	2573.12	2478.68	2578.08	2655.82	1962.24	2422.59	2468.06	3063.58	5227.4	3522.17	3250.28	2191.86	4775.41	1896.8	1784.77	2781.46
2,3-Dihydrobenzofuran	44341.25	43952.53	45691.82	41777.33	50943.81	46838.82	45216.84	36065.54	41837.99	42825.74	53621.69	54139.88	43447.7	36393.26	43841.59	40130.72	45365.0	45316.21	42269.61	32264.35	41480.39	42326.55	46747.23	37388.97	45785.24	42461.37	31951.13	36134.85	29462.09	35829.15	39941.24	33238.63	47889.14	48153.51	38795.26	35830.57	38230.24	37277.52	35897.74	37025.83	47076.53	33946.93	46554.37	37405.48	38197.65	42181.08	38741.12	43141.35	33674.74	33094.26	35827.22	34740.41	36105.28	45561.15	46908.6	45624.51	44912.47	40266.3	41421.75	47882.99	43288.42	55724.23	50224.36	35491.74	35710.68	42206.23	33790.59	39344.9	39379.87
2-Phenylacetamide	999.53	567.12	737.83	295.66	734.97	525.05	261.51	294.53	210.37	337.68	337.26	536.18	410.57	393.12	396.96	313.67	566.77	367.58	351.85	305.17	448.21	495.56	302.91	241.42	186.42	337.21	288.97	244.53	347.84	335.28	337.4	278.84	355.85	305.21	232.73	236.44	346.43	189.83	200.15	281.36	250.93	214.26	339.03	341.67	352.27	329.55	263.85	541.54	406.16	220.22	372.21	226.69	275.18	305.29	426.12	462.66	311.93	334.32	279.3	308.49	292.86	404.53	385.3	393.82	309.1	676.96	199.04	370.04	415.61
Guggulsterone	3841.69	1903.94	7284.05	4944.22	6320.33	5994.64	11767.13	6758.62	20464.34	6349.05	4505.36	3985.2	5182.59	5192.7	21066.05	4349.42	9392.07	12579.03	11448.06	7277.36	11271.1	14672.87	8428.75	17021.91	15418.41	19977.19	16213.34	12315.41	7156.33	6870.16	15660.79	9293.81	9099.95	11702.44	10707.75	7448.44	14384.47	8744.68	9313.97	15077.74	12029.82	4329.62	10795.29	18336.85	9630.81	14298.47	10997.81	13908.31	5898.81	16094.25	14662.22	8241.98	10562.21	16835.88	13691.21	8133.36	10023.63	37607.08	9365.11	10389.84	20235.52	11666.38	9548.78	16864.18	12802.61	14069.63	22169.86	10795.89	10664.43
Glycolithocholic acid	839.31	1217.08	1470.02	1728.27	2414.66	1813.39	1401.92	1145.96	678.56	1821.13	1803.36	1682.7	1223.13	940.52	854.35	992.89	1692.63	2081.83	2121.32	1233.71	1193.44	686.3	705.83	867.77	1164.22	2578.62	1045.81	1159.33	2637.85	1511.98	2128.97	1203.23	1788.65	2132.25	1571.73	808.79	1942.53	1563.0	1440.63	2166.23	6387.32	1322.97	6149.98	3225.78	1785.41	2377.31	1213.69	1754.96	818.77	1300.49	667.3	1493.69	904.08	684.82	2873.08	1654.53	1919.14	789.19	1102.95	2384.34	850.61	1615.7	1900.21	766.07	1835.29	3666.51	1110.27	1420.76	2445.15
3-Indoleacrylic acid	2659.99	2292.92	3248.24	2445.96	4263.18	5394.15	3428.64	3603.05	4866.37	2772.18	4803.4	3947.7	5246.45	4307.51	6192.58	8576.46	5116.9	3628.21	4424.61	3389.43	6319.63	5352.36	3820.1	3562.26	4583.72	3801.28	2865.15	3876.66	3193.42	2728.73	5368.56	2039.76	5063.73	6383.85	3793.82	5802.1	3581.29	2938.52	4281.77	3397.68	3510.48	3922.45	5684.65	4395.26	6521.13	5031.13	3395.74	4084.52	2914.16	4850.45	3680.34	2865.28	4565.31	4145.78	4100.73	3097.12	3463.08	4760.3	2433.99	3349.66	4550.29	8745.28	6246.54	3483.65	3173.77	6510.99	4503.47	2857.54	4632.81
3,6,9,12,15,18,21-Heptaoxatricosane-21,23-diol	1193.03	1215.87	2180.95	1550.4	1603.0	1022.05	19303.51	40214.23	17675.55	1103.95	896.71	1116.24	1543.95	1805.68	13593.32	2765.95	1457.44	2267.95	20872.79	622.83	1612.12	1005.79	3433.27	24564.14	956.58	50774.56	1724.15	3988.2	1849.76	11456.38	24956.48	17227.61	2094.24	3409.61	2396.09	2812.45	19492.23	12817.41	24705.8	17660.08	16351.65	18472.81	18141.23	2892.95	2721.59	2228.1	1945.67	2798.96	1811.34	2447.48	1956.59	4570.51	17999.7	17107.48	19061.4	2713.34	12959.08	21088.83	15362.06	28142.52	18711.1	22467.21	15567.7	2164.82	4116.0	1897.48	2490.43	3557.17	3392.85
MG(18:2/0:0/0:0)	35411.59	27486.62	54783.81	32364.7	30423.98	55997.59	24137.47	50958.53	42079.59	25673.07	40232.39	49726.81	39256.76	38738.38	47921.33	13389.98	27997.4	28568.44	32822.15	35809.67	30851.78	22510.61	25352.49	38070.76	34660.71	56842.76	48830.11	36185.46	65460.33	44636.66	58361.96	75999.05	51906.4	77045.02	33598.19	36028.16	62869.81	52361.27	27130.65	55266.24	37428.51	42942.14	38011.14	103885.68	83899.58	71785.27	59587.18	73329.12	83925.84	70924.24	45609.67	42939.82	73843.04	61429.02	111067.37	68032.32	50909.46	105248.76	65792.79	98868.95	67189.07	60047.42	78201.61	70659.09	58535.23	61059.24	70611.88	49932.48	76129.77
13-Docosenamide	422023.8	1099786.89	861081.02	1713663.33	1686008.16	1216527.25	1259312.46	1823144.79	393917.26	2419158.58	1892693.52	1055436.86	1484647.36	1055665.52	2050765.76	681021.26	2212861.26	1092539.88	1984517.92	1744406.16	2367882.4	3390308.78	489819.6	356623.67	1539630.91	202505.66	1091266.73	837573.69	855886.96	554621.21	212735.73	215235.11	393679.1	214617.86	1400723.86	344488.45	810058.83	325451.61	439521.36	707221.72	295046.72	115123.2	215612.71	2319449.7	2474252.99	221226.95	176220.02	1326296.08	145039.61	151794.64	186243.54	567050.19	775466.27	2398152.18	509557.41	744239.87	1219378.21	475981.49	322716.74	321424.6	224951.06	350978.85	374587.35	962879.95	476121.54	837239.33	128532.16	816467.23	112672.21
